pima	glass0	vehicle0	ecoli1	yeast3	pageblocks1	glass5	yeast5	yeast6	abalone19
0.6639288116016495	0.7404870335230866	0.9633823460055216	0.7282783582641268	0.7080350877192982	0.8041617853066103	0.6666666666666666	0.7426132359254792	0.44500716674629714	0.06421774731415124
0.6661699113658568	0.7404870335230866	0.9580819030412526	0.7245573243960342	0.756892230576441	0.8643865908510268	0.6666666666666666	0.772153607607502	0.5324534161490683	0.07294541397812979
0.6664162908662132	0.720713587487781	0.9580819030412526	0.735880639241236	0.756892230576441	0.8554485211118503	0.6666666666666666	0.7739742771418197	0.5370588235294118	0.14879853479853483
0.6650602477044397	0.7543723702664797	0.9580819030412526	0.7320573243960341	0.756892230576441	0.8516027400645326	0.6666666666666666	0.7724657096499798	0.5087535014005603	0.10951267056530214
0.6761118331428055	0.7168713639301874	0.9521403141202279	0.7175194671169902	0.24963122752953265	0.5488775461227748	0.6742857142857142	0.5183075915493702	0.09490049382752949	0.017592521761349525
0.6650623500308137	0.739505376344086	0.958128623260035	0.7509475816483604	0.7342965256277949	0.8665198271159639	0.5666666666666667	0.7700347739692003	0.5599999999999998	0.051821862348178135
0.6843958793874529	0.7475930521091811	0.9607868511081362	0.7442846029772681	0.7643958380800486	0.8654726948249098	0.8266666666666665	0.7835650775814756	0.6019013666072489	0.0
0.6850683785271326	0.747247311827957	0.9607868511081362	0.7345212493599591	0.750860484544695	0.8681969584074022	0.6266666666666667	0.7739165852069079	0.5717043740573151	0.05
0.6648656182964645	0.753010752688172	0.9581315255648277	0.742774615222433	0.6898689458689459	0.7820370507258101	0.8666666666666666	0.7308913752856104	0.4265481886534518	0.06434065934065934
0.663606334430628	0.753010752688172	0.9550948900542396	0.7435589289479233	0.7437738731856379	0.8368518758956226	0.6666666666666666	0.7622040375149897	0.5244444444444445	0.040242424242424246
0.667053607420994	0.755268817204301	0.9629422561345375	0.7133045977011494	0.7371610845295056	0.834230824143406	0.6666666666666666	0.7648955948617993	0.5300280112044817	0.06162464985994397
0.6670325474303228	0.7634408602150538	0.9578254927848423	0.7409968427321043	0.7437738731856379	0.8378434760025518	0.6666666666666666	0.7662242605741838	0.5427552839317544	0.04980842911877394
0.6704487502592705	0.750909090909091	0.9582603947860096	0.7282633569398276	0.6840317577159682	0.8016595290273839	0.6666666666666666	0.7349954936848816	0.42984856777960223	0.07792205497844676
0.6711347869503467	0.750909090909091	0.9603619467980897	0.743594470046083	0.77161995898838	0.8666868490638109	0.6	0.7695862791306625	0.5348910377548148	0.10014014014014014
0.6705228501980449	0.7413038935077916	0.9556021669379081	0.7373944906104823	0.7750681050452217	0.85694820552387	0.6666666666666666	0.7692785388127854	0.534047619047619	0.1485080988917306
0.6746490622179057	0.7500395256916997	0.9556021669379081	0.7478955453149002	0.77161995898838	0.8607488437468213	0.6666666666666666	0.7727158974740246	0.534047619047619	0.1368253968253968
0.6751344643804728	0.7512023460410557	0.9606112616681722	0.7265661189048287	0.6882328042328042	0.8064803734576002	0.6666666666666666	0.742765256018268	0.41431658550843614	0.07063978282110789
0.6739185857732379	0.7512023460410557	0.9630201746461908	0.7318080543886996	0.7597228365030222	0.8586023284677019	0.6666666666666666	0.7680962414708545	0.5112355755699409	0.09289019224503095
0.6711083139497639	0.7373420034850608	0.9630201746461908	0.6907172639170611	0.7721880458722563	0.8619952781748909	0.6666666666666666	0.7753391448733915	0.5322055137844612	0.1196969696969697
0.6741424008884092	0.766383611713205	0.9630201746461908	0.7246184031640095	0.7791144527986632	0.8577162925561348	0.6666666666666666	0.7701313291901528	0.5216946778711484	0.1344636294293045
0.6626614343030078	0.7318831168831169	0.9662601366881903	0.710718954248366	0.2938165090879433	0.5261129404578387	0.700952380952381	0.541024606862345	0.10957365781570827	0.019209399810179377
0.6443352172986523	0.7186149710504549	0.9577998381211232	0.7396825396825397	0.7256209150326798	0.8773354541447714	0.6	0.7854240447841718	0.5993473193473193	0.03200000000000001
0.6776336858689801	0.729691894127378	0.9605304408517259	0.7417722072143652	0.7393447056376119	0.857300588750236	0.6666666666666666	0.7730032567105762	0.573069036226931	0.05
0.6642330890196653	0.7186149710504549	0.960033161659178	0.7347041686530007	0.7641004471964224	0.8668347919204248	0.6666666666666666	0.7900630145149451	0.5819846819846819	0.07272727272727272
0.6842743401226533	0.7417271617271617	0.952026713124274	0.7310358965776923	0.28064021737507183	0.5795403289701269	0.6698412698412699	0.5392980843551034	0.09161211599196095	0.0204842847657845
0.6588667292665887	0.7534408602150537	0.9571704781375299	0.7250396825396825	0.7550051599587203	0.8608221243384101	0.5666666666666667	0.7738422832235631	0.5989853283970931	0.08268398268398267
0.6899132167409533	0.7534408602150537	0.9576844715056098	0.7329807265880026	0.7640009113693325	0.8652021287941187	0.6266666666666667	0.7735477559006971	0.5921794871794872	0.0
0.6793832944282939	0.7534408602150537	0.9576844715056098	0.7432662835249042	0.7794427244582043	0.865424195071667	0.6266666666666667	0.7773599423406576	0.6061904761904762	0.1
0.6760537581114272	0.7349462365591398	0.9601046950640446	0.7412308987308988	0.5221778221778222	0.8869872695309684	0.6266666666666667	0.7541514233344555	0.24444444444444446	0.0
0.6760250718717795	0.7256720430107527	0.9552868691080073	0.7457763532763534	0.6026844070961718	0.8795897730437204	0.5666666666666667	0.7744301172811509	0.2911111111111111	0.0
0.6762359541023776	0.7256720430107527	0.9627637643897806	0.7457763532763534	0.7063725490196079	0.8815341933511782	0.6266666666666667	0.7646953561106932	0.2911111111111111	0.0
0.6777305132143842	0.7256720430107527	0.9576844715056098	0.7457763532763534	0.6535714285714285	0.881959174343901	0.5666666666666667	0.769893183772232	0.2911111111111111	0.0
